Date,Easy,Medium,Hard
17/01/23,"2,9,5,6,0,0,8,0,0,0,0,7,0,0,4,1,2,5,4,0,0,2,0,8,0,9,0,0,0,0,9,0,6,0,5,0,0,5,6,0,8,0,0,7,0,3,0,8,0,1,0,0,0,0,5,3,0,0,0,2,0,0,7,0,4,0,0,3,7,9,0,2,0,8,0,1,0,9,5,0,4","0,1,0,0,0,3,0,5,0,0,0,2,0,0,0,8,0,6,3,0,0,0,9,2,0,0,0,9,0,0,1,0,0,0,0,0,0,6,7,0,0,0,0,0,4,0,0,0,0,2,0,3,0,5,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,1,0","0,0,0,6,0,0,3,0,0,0,0,0,0,0,9,0,0,1,7,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,7,4,0,0,5,2,0,2,0,0,0,0,6,0,7,0,8,0,0,0,1,0,6,0,0,5,0,0,0,0,7,0,0,0,9,1,0,3,0,0,0,0,0"
18/01/23,"0,0,9,0,3,0,6,5,8,0,8,3,2,7,0,0,0,0,0,4,5,0,0,9,0,0,3,5,0,6,3,0,8,0,0,0,2,0,0,7,0,0,0,3,9,0,0,0,1,0,0,5,0,4,0,7,8,0,6,4,3,1,0,4,0,0,0,2,0,0,0,5,3,5,0,0,1,0,4,8,0","0,4,2,0,0,0,3,0,0,0,0,0,0,4,6,7,0,0,0,0,1,9,0,0,0,2,0,0,1,0,0,6,0,0,9,0,0,3,0,0,9,0,2,0,0,0,0,7,3,0,0,0,0,5,0,0,6,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0","0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,2,0,0,0,3,6,0,0,0,0,7,0,5,0,0,7,0,0,0,0,0,0,4,7,0,6,0,0,0,8,2,0,0,0,0,0,0,0,9,9,0,1,0,0,6,0,8,7,0,0,0,8,0,0,0,0,4,0,0,0,5,0,0,0,0,0"
19/01/23,"1,0,6,3,9,0,0,0,2,0,8,7,0,1,0,0,4,6,2,0,0,6,0,8,0,0,1,0,0,0,7,6,9,1,3,0,3,6,1,8,0,0,0,7,0,0,0,0,2,0,0,5,0,4,0,0,8,9,7,3,0,0,0,0,5,0,0,0,6,9,0,0,0,9,3,0,2,0,6,0,0","0,9,0,0,0,0,0,0,5,0,0,0,0,1,6,0,0,2,0,0,3,0,0,0,0,7,0,6,0,0,1,9,2,0,0,0,0,3,0,0,8,0,0,4,0,0,7,0,0,5,0,0,0,0,0,5,0,7,0,0,0,6,8,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,0,0,0","0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,6,0,0,5,1,0,0,3,0,0,2,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,9,4,0,0,8,0,2,0,0,7,0,8,0,0,1,0,5,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,4,0,0,3"
20/01/23,"1,8,0,0,4,0,0,2,3,5,0,0,3,0,1,0,6,0,0,0,0,6,0,0,4,1,0,3,2,7,0,1,6,0,5,0,0,0,9,5,0,0,1,3,2,0,5,1,8,3,2,0,0,0,2,0,0,0,5,0,0,0,6,0,4,3,0,8,7,0,0,0,9,0,0,0,0,0,2,0,7","4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,8,0,6,0,2,7,0,0,0,6,0,0,5,0,0,9,0,0,0,5,0,0,0,3,0,0,4,9,1,0,7,0,0,0,5,0,0,8,0,9,0,0,0,7,0,0,0,1,0,0,0,2,0,8,0,0,0,0,0,4,0,0,0","0,0,7,0,9,0,6,0,0,9,0,2,0,0,0,4,0,3,5,0,0,0,0,0,8,1,0,0,2,0,0,0,6,0,0,0,3,0,0,0,7,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,8,3,0,5,0,0,0,0,0,0,0,1,0,0,0"
21/01/23,"0,0,0,7,0,1,8,0,4,1,3,7,8,0,0,2,0,0,6,0,8,5,9,0,0,0,3,9,8,6,0,2,0,0,0,0,3,2,0,0,5,0,0,7,6,0,0,0,0,4,6,3,0,8,2,0,9,0,1,3,0,0,0,0,0,0,4,0,9,1,5,0,0,7,1,0,0,0,0,3,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,5,8,0,0,0,0,0,0,6,0,9,0,5,0,2,4,1,0,0,0,8,0,3,0,0,9,0,0,0,7,6,8,0,3,0,0,0,4,0,0,2,0,0,7,0,9,0,0,0,0,4,6,0,0,0,0,0,0,0,3","0,0,0,0,0,8,0,0,0,7,0,0,0,3,0,9,0,5,0,5,0,2,0,0,0,1,0,0,0,3,0,0,6,4,5,0,0,4,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,9,0,4,0,6,0,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0"
22/01/23,"6,2,3,7,0,0,0,0,0,0,0,8,1,0,5,4,0,3,0,4,1,0,0,3,8,0,7,7,0,4,8,0,0,3,9,0,0,0,0,6,1,4,0,5,0,2,6,0,0,0,0,1,0,0,8,5,0,4,2,0,0,0,0,1,0,6,0,8,0,0,7,0,0,0,0,0,7,0,5,8,1","3,0,5,7,0,0,2,0,0,2,0,0,0,0,6,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,6,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,8,0,0,0,0,4,0,5,0,0,0","0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,5,0,0,0,0,7,6,3,0,0,0,8,1,0,0,7,0,2,0,7,2,0,0,0,4,1,0,0,6,0,0,9,1,0,0,0,0,0,1,0,0,9,0,0,7,0,0,0,7,0,0,0,0,4,9,5,0,0,0,0,0,0,0,0"
23/01/23,"7,5,2,0,4,8,0,0,0,6,0,0,0,0,7,8,5,4,0,8,0,3,1,5,0,7,0,4,3,0,9,0,0,0,0,8,2,0,0,0,0,4,9,1,0,5,0,0,0,0,0,0,6,0,0,0,9,1,8,0,7,0,0,0,0,5,7,3,0,0,0,6,0,6,7,0,5,0,3,9,0","0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,0,7,0,9,1,5,0,2,9,0,0,0,0,0,0,0,0,4,8,0,0,0,2,0,0,0,0,2,5,6,0,4,1,0,0,0,0,9,0,0,8,0,0,8,0,0,0,4,0,0,0,5,0,8,0,0,7,6,0","5,0,9,0,1,0,0,0,0,6,3,0,0,0,4,9,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,2,0,0,2,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,7,0,1,0,9"
24/01/23,"4,0,0,8,6,9,1,3,5,0,8,6,5,0,0,4,0,9,3,9,5,2,0,0,0,8,0,0,1,0,0,0,4,0,9,2,0,4,8,0,0,2,0,0,0,0,0,2,0,1,8,3,0,0,6,0,0,0,8,0,0,0,7,8,0,4,0,0,0,0,6,0,2,0,0,9,3,0,5,0,0","0,7,5,0,0,0,0,0,9,8,0,0,4,5,1,0,0,2,0,1,0,0,0,0,8,0,0,2,0,0,0,4,3,0,0,0,7,0,0,0,6,0,0,0,1,0,0,9,5,0,0,0,6,0,0,0,0,0,0,8,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0","0,0,4,3,0,0,0,0,8,1,0,0,4,0,8,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,9,3,0,0,7,0,0,0,0,0,1,2,9,0,0,0,0,6,2,0,0,0,0,5,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,2"
25/01/23,"1,5,0,3,0,4,0,8,6,6,4,0,0,9,5,0,3,0,0,0,0,0,8,0,4,5,9,0,9,0,8,7,0,0,0,5,2,0,0,9,4,0,6,0,0,3,0,7,0,0,2,0,4,0,0,0,6,0,0,0,2,0,1,0,0,4,2,0,7,8,0,0,0,7,2,1,0,9,0,0,0","0,0,5,0,8,1,0,9,7,0,0,0,0,0,9,1,0,0,0,0,0,6,0,0,0,8,0,0,4,0,2,6,3,0,0,0,0,5,0,9,0,0,2,0,1,7,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,3,4,9,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,3,0,4,5,0,0,6,0,0,0,6,0,0,0,0,0,0,2,9,0,0,0,0,0,3,0,0,0,0,9,0,0,2,0,8,0,7,7,0,0,5,0,0,2,1,0,0,8,0,0,9,0,6,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,0,0,0,0,0"
26/01/23,"1,0,5,0,0,7,0,0,6,0,6,4,0,2,1,0,0,0,0,0,0,0,0,5,1,9,3,3,1,0,7,8,9,6,0,5,7,0,0,2,5,0,0,0,0,5,0,0,0,0,0,0,3,2,0,7,1,6,0,2,9,0,0,0,0,0,9,0,0,2,7,8,4,2,0,5,7,0,0,0,0","0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,3,0,7,0,0,9,0,3,0,7,0,6,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1,6,2,0,6,4,5,0,0,8,3,0,0,0,0,0,0,0,0,0,0,5","6,7,0,4,0,0,0,0,0,4,0,0,0,0,7,0,0,9,0,0,0,5,0,0,0,2,0,0,3,0,0,7,1,0,0,5,0,0,1,0,3,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,5,0,1,0,9,0,0,0,0,0,8,0"
27/01/23,"0,4,3,5,2,0,1,7,0,1,2,7,0,0,0,3,9,0,0,0,0,3,1,7,0,2,0,6,8,0,0,5,3,2,0,0,2,0,9,0,0,6,7,0,0,0,7,0,0,0,0,4,0,8,0,0,2,0,0,0,5,3,7,0,0,8,9,0,0,0,0,1,7,6,1,4,0,0,0,0,0","0,7,0,0,0,3,0,5,9,0,0,0,2,0,4,0,0,0,9,0,0,0,0,0,1,0,3,0,5,0,0,0,8,0,1,0,2,4,0,0,0,9,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,8,0,0,7,4","8,0,0,0,1,0,7,0,4,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,6,0,7,0,0,9,1,0,0,9,3,0,7,0,5,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,6,3,0,0,5,0,0,0,1,0,4,0,0,0"
28/01/23,"2,8,0,0,7,0,3,0,9,6,0,0,1,0,4,0,0,7,7,4,5,0,8,0,0,0,6,0,6,0,8,3,0,1,0,0,1,0,2,0,0,9,8,0,0,0,0,0,2,0,1,9,3,0,0,0,6,0,5,0,7,0,1,5,0,8,0,9,0,0,2,0,0,7,0,4,0,2,0,5,0","0,0,0,0,0,0,6,0,7,0,0,0,0,0,8,5,1,0,0,6,0,0,0,0,0,0,9,2,0,0,8,0,5,1,0,0,6,0,0,9,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,7,4,2,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,8,0,0,0,0,9,0","0,0,0,3,8,0,0,0,0,0,1,0,0,2,4,0,8,0,0,0,8,1,0,0,0,0,0,2,5,0,0,0,6,0,9,1,4,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,5,0,0,0,0,0,5,9,0,3,2,0,0,0,0,0,1,0,0,0,9,0,0,4,0,0,0,0,7"
29/01/23,"5,0,0,0,8,0,1,0,6,0,0,0,0,7,3,2,8,4,4,0,7,1,2,0,0,0,3,7,0,9,2,6,0,0,0,0,0,0,3,0,4,5,0,1,0,0,0,1,0,0,0,6,2,5,0,9,0,7,0,4,0,3,0,0,7,0,0,0,2,8,9,0,1,2,5,9,0,0,0,0,0","0,0,0,6,7,0,0,2,0,7,0,1,0,0,0,9,0,0,8,0,0,0,5,3,0,0,0,0,1,0,0,2,0,0,6,0,0,0,9,0,0,6,0,0,0,3,0,0,0,0,0,7,8,0,0,0,5,0,0,0,3,0,7,2,0,0,3,0,0,5,0,0,0,0,0,0,0,5,0,4,0","0,0,7,0,0,0,4,3,0,3,0,0,8,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,6,0,2,0,0,0,0,2,0,3,0,9,0,6,0,0,0,0,0,6,0,9,0,4,2,0,0,4,0,1,0,0,0,0,5,0,0,0,0,3,0,0"
30/01/23,"8,9,0,0,0,0,0,2,4,4,0,6,3,2,0,9,0,0,0,0,0,0,9,0,6,7,0,7,0,0,4,0,3,0,9,2,1,2,3,0,0,0,0,5,0,0,0,8,0,6,5,0,0,7,0,8,0,5,4,6,2,0,0,2,5,4,1,0,0,0,0,0,0,1,0,0,0,2,5,0,8","0,0,0,0,0,0,0,0,7,9,0,0,2,5,0,1,0,4,1,0,0,0,9,3,2,0,0,0,0,0,0,0,6,0,0,5,4,7,9,0,0,0,0,1,0,0,1,0,0,0,0,4,0,8,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,8,0,0,0,9,5,0,0,0,0,0,0","0,2,0,0,0,7,0,0,0,0,0,0,0,8,0,0,4,0,0,0,5,0,0,4,0,1,3,0,0,0,0,0,0,0,6,4,3,6,7,0,0,0,8,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,6,0,0,5,0,0,0,0,5,0,9,3,0,6,0,0,3,0,0,0,2,0"
31/01/23,"0,0,1,0,5,3,7,8,9,7,8,4,0,0,1,0,0,0,5,3,0,8,7,0,0,0,4,0,0,0,5,2,0,1,6,0,1,0,2,6,0,0,9,0,0,0,0,7,0,0,8,0,4,5,3,2,0,0,0,0,5,0,0,0,7,0,1,9,0,0,0,0,9,0,0,0,0,5,4,7,6","0,0,0,6,0,0,0,9,7,5,0,0,2,0,0,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,2,0,0,0,0,2,7,0,0,1,0,8,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,6,1,3,0,7,0,0,0,0","0,0,0,9,4,0,0,8,0,2,3,0,0,0,0,0,7,0,0,0,9,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1,0,0,0,5,8,0,0,2,0,5,0,0,7,0,0,0,0,0,7,2,0,6,0,0,0,1,0,0,0,4,8,0,9,2,0,0,0,0,0,0,0,0,0,0,0"
01/02/23,"2,3,7,1,0,0,4,0,0,6,0,0,9,0,0,1,7,0,0,0,1,0,7,4,6,3,5,0,1,0,8,0,2,0,4,0,9,0,0,0,0,0,3,0,6,3,4,2,0,9,0,0,1,0,1,8,0,0,0,0,0,9,3,0,6,0,0,1,0,0,0,4,0,2,3,7,5,0,0,0,0","0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,7,8,9,6,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,2,7,0,0,0,4,7,0,0,0,0,8,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,6,0,4,0,0,0,0,2,7,5,0,0,0,6","0,0,0,3,8,0,0,0,0,5,8,0,0,0,0,0,6,0,0,0,0,0,0,6,0,2,9,0,0,7,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,6,9,0,3,0,4,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,7,0,5,0,0"
02/02/23,"2,3,0,8,1,0,0,0,0,8,0,0,3,0,0,4,1,9,9,0,0,0,7,5,8,3,0,0,0,0,0,9,0,7,4,1,0,9,6,5,0,0,0,0,0,0,0,3,2,0,7,9,0,0,0,0,2,0,0,4,0,7,6,0,7,5,1,0,8,0,0,3,0,1,9,0,3,0,0,0,4","1,0,0,0,0,0,0,0,9,9,0,0,0,5,0,4,0,0,0,0,6,0,9,3,0,0,7,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,9,0,0,8,5,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,4,0,7,0,0,1,0,8,0,0,0,0,7,0,0","8,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,0,0,4,0,8,6,0,0,9,0,0,0,5,1,9,0,0,8,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,5,7,0,0,0,0,1,0,0,6,0,0,0,5,0,0,2,0,0,0,0,0,0,8,0,0"
03/02/23,"3,0,0,0,0,7,8,5,9,1,0,5,0,6,8,3,7,0,7,9,0,3,0,5,2,0,0,0,3,4,2,1,0,0,0,8,0,0,2,4,0,6,0,0,0,0,7,0,8,0,0,4,9,2,0,0,0,0,9,0,0,0,1,0,6,7,0,0,0,9,0,0,8,0,0,6,3,0,0,2,0","9,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,3,0,0,0,4,0,0,1,0,0,6,0,0,0,9,8,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,9,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,8,0,0,0,0,2,6,0,0,0,0,0","0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,8,3,0,6,0,3,0,0,0,2,0,0,3,0,0,0,0,4,0,7,0,0,1,9,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,1,0,0,8,0,0,4,0,9,0,2,0,0,0,0,1,0,0,0,0,9,0,0,6"
04/02/23,"7,9,0,0,0,0,6,5,4,0,8,0,4,5,1,0,3,0,0,3,5,7,0,6,0,0,2,8,0,3,0,7,0,9,1,0,6,5,9,0,0,3,0,0,0,0,0,0,5,8,0,2,0,0,5,4,0,0,0,0,0,0,6,0,0,0,3,6,0,8,0,7,3,0,7,2,4,0,0,0,0","0,5,0,0,8,0,0,0,3,4,9,0,3,0,6,7,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,1,0,0,4,0,7,0,3,0,0,3,0,0,0,0,4,0,6,0,0,0,0,8,0,0,2,0,0,0,0,8,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0","0,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,8,0,2,0,3,0,0,0,9,0,7,4,0,0,0,0,0,3,0,8,0,0,2,7,0,6,0,5,0,0,2,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,8,0,0,1,2"
05/02/23,"5,2,0,7,0,0,4,0,8,8,3,4,2,0,9,0,0,0,0,0,0,4,6,0,0,3,2,0,6,3,0,0,1,2,4,0,0,0,0,0,4,7,0,6,0,4,8,1,0,9,0,3,0,0,0,0,5,1,3,0,0,0,0,0,0,9,0,0,5,1,0,3,0,1,8,0,0,4,0,0,7","7,0,0,0,5,4,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,9,3,0,0,0,4,0,0,5,0,0,0,0,8,0,0,0,6,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,7,3,0,0,2,0,0,0,2,6,0,7,5,0","0,9,6,0,0,2,8,0,4,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,3,0,9,0,8,5,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,9,0,0,6,0,0,5,0,0,7,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3"
06/02/23,"4,3,8,2,0,9,0,6,1,2,0,6,0,0,8,0,4,0,0,0,1,0,3,6,2,7,0,0,0,0,0,5,2,4,0,0,0,8,0,9,0,0,0,2,0,3,2,0,0,4,0,6,8,0,0,0,0,7,0,1,8,0,2,7,9,2,6,0,0,0,0,0,0,0,5,0,0,0,7,0,6","0,2,6,0,0,0,0,3,0,0,0,0,0,2,0,5,6,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,7,2,9,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,8,2,7,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,5","0,4,2,1,0,0,0,8,0,0,0,0,0,3,6,5,0,2,7,0,0,0,0,2,0,0,0,9,8,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,0,2,0,9,0,0,0,3,1"
07/02/23,"6,0,9,3,1,5,4,0,0,1,8,0,0,9,0,3,0,5,0,0,0,0,6,0,0,1,9,4,0,3,7,0,9,0,0,1,5,0,2,4,0,0,0,7,0,0,0,0,0,0,6,9,2,0,0,7,0,9,5,8,1,0,0,0,5,0,0,0,0,7,3,0,0,4,1,6,0,0,0,0,8","3,0,0,5,4,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,8,6,0,0,2,6,0,1,0,0,0,0,0,0,4,0,0,7,0,5,0,4,0,2,0,9,0,1,0,0,0,7,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3","0,0,3,0,0,0,7,0,0,1,0,0,0,8,0,0,0,3,0,9,0,7,0,1,0,4,0,7,0,0,0,9,2,4,0,0,0,0,0,4,0,0,0,5,0,9,4,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,6,0,0,0,0,8,7,0"
08/02/23,"0,9,0,1,3,0,5,4,2,2,7,0,0,0,0,0,9,0,0,1,0,9,2,8,0,0,0,0,2,8,4,6,0,0,0,1,6,0,0,2,7,0,0,3,4,0,0,7,0,0,0,9,0,0,4,0,9,0,0,0,3,1,7,7,0,0,3,0,1,4,0,0,0,0,5,0,4,6,0,8,0","0,7,0,0,0,0,0,0,0,0,4,0,0,9,0,0,1,0,2,1,0,0,0,0,0,7,0,0,0,5,0,0,0,7,9,0,0,0,0,0,0,3,0,2,0,7,0,0,0,5,0,8,0,0,0,0,9,8,0,0,0,0,5,0,0,0,6,1,0,3,0,0,0,0,0,9,4,0,0,0,0","4,0,0,0,2,0,0,0,5,6,1,0,0,0,0,0,0,0,0,5,7,0,3,0,6,0,0,0,0,9,0,4,0,0,7,0,0,0,0,8,6,0,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,8,0,0,0,3,9,8,0,0,0"
09/02/23,"2,9,3,6,0,0,1,0,0,0,8,0,3,5,0,4,6,0,4,0,0,1,0,0,2,3,8,5,0,0,4,0,0,6,0,1,1,0,0,2,7,0,0,0,0,8,0,2,0,6,0,0,5,3,0,2,0,0,0,6,0,8,0,0,0,7,0,3,9,0,0,2,0,5,0,0,0,4,9,1,0","0,0,0,8,0,0,0,0,2,5,0,2,7,0,0,1,9,0,0,0,0,1,0,0,6,0,0,0,5,9,2,4,0,0,0,0,2,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,8,0,6,0,0,0,0,0,0,0,9,0,1,0,4,0","0,0,0,5,0,2,0,3,0,1,0,3,9,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,0,6,0,0,0,0,1,4,7,0,8,0,4,7,6,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,5,0"
10/02/23,"0,0,6,4,3,2,0,8,0,0,0,3,0,0,0,9,0,2,7,8,0,0,0,5,0,0,4,0,0,0,9,2,0,8,1,0,9,4,0,8,0,6,3,0,0,0,5,8,0,0,0,0,6,9,1,6,0,0,4,3,0,0,0,0,0,5,6,0,0,2,0,3,3,0,4,5,8,0,0,9,0","0,2,5,0,0,0,7,0,0,8,0,0,0,0,0,3,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,9,0,0,1,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,0,0,7,0,0,0,9,3,0,0,2,9,8,0,0,0,0,0,0,1,0,0,0,2,0","0,0,0,0,6,0,1,0,0,9,3,0,0,0,0,0,0,8,2,0,0,0,0,0,4,0,0,3,2,9,0,0,0,0,0,0,0,4,0,7,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,2,8,0,9,0,5,0,0,0,0,0,0,0,0"
11/02/23,"0,0,8,0,6,2,5,4,0,0,2,5,9,3,0,0,0,7,0,3,7,0,0,0,8,0,0,7,9,0,3,0,5,0,0,1,5,0,0,8,9,7,0,3,0,8,0,0,2,0,0,0,7,0,2,0,6,0,8,0,0,0,4,3,5,0,0,2,0,0,1,0,1,0,0,5,0,3,2,0,0","0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,1,0,4,6,9,4,0,0,7,0,6,0,5,0,0,3,0,0,0,7,0,0,5,6,0,0,4,0,0,3,0,0,2,0,1,9,0,0,0,0,0,0,0,7,0,0,3,0,0,0,9,0,0,2,4,0,0,0","0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,6,0,0,4,9,2,5,0,0,8,1,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,2,0,8,0,9,0,0,0,0,3,5,0,1,2,0,3,0,0,9,0,0,0,0,0,2,0,0,0,6,0,0,0"
12/02/23,"2,8,5,0,0,0,0,3,0,0,9,0,0,7,5,6,1,0,0,0,0,8,4,3,0,9,5,0,5,0,0,0,4,3,0,6,0,0,0,0,3,1,8,0,2,7,3,8,0,5,0,0,0,0,8,7,1,0,0,9,0,2,0,0,0,0,4,1,0,7,0,0,9,0,6,5,0,0,1,0,0","0,0,0,3,9,0,0,0,0,0,0,9,0,0,5,0,0,4,0,0,0,1,0,2,7,0,5,0,8,0,0,6,0,0,4,0,6,0,0,0,3,1,9,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,6,0,7,0,0,0,0,0,6,0,0,0,0,0,3","6,0,0,0,9,2,0,0,0,0,0,8,5,0,6,0,0,2,3,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,5,0,0,0,0,0,1,0,0,0,9,0,0,6,0,5,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,9,0,0,1,0,7,8,0,0,0,6"
13/02/23,"5,0,0,9,4,8,0,0,0,0,8,0,2,0,0,7,6,0,2,4,1,0,0,0,8,5,0,0,0,0,4,0,5,9,0,7,8,0,4,0,9,3,0,0,1,0,0,7,0,8,0,5,0,3,0,1,0,6,0,4,0,9,0,0,6,2,0,3,0,0,0,0,4,0,8,0,1,9,0,0,6","2,0,9,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,4,0,7,3,0,0,1,0,0,3,0,2,7,0,0,0,8,0,0,0,0,1,5,0,0,7,3,0,0,0,0,4,0,0,0,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,9,0,0,0","6,5,0,0,0,0,0,0,0,9,0,0,0,0,2,0,3,0,0,0,0,4,9,0,0,0,6,0,0,0,9,0,1,0,0,0,0,0,8,0,0,0,3,0,0,3,2,0,0,6,7,0,0,0,0,0,5,0,7,0,9,0,0,0,8,0,0,0,0,0,4,5,0,0,0,0,0,0,7,0,1"
